,day_num,date,machineID,volt,rotate,pressure,vibration
0,1,2015-01-01,1.0,170.61486187577478,446.36485914638234,96.84978485167949,39.73682577058889
1,2,2015-01-02,1.0,169.53315612907755,454.78507188652156,100.05056699499914,39.449733853533125
2,3,2015-01-03,1.0,172.04242834905006,450.4187640256973,100.28448362451525,52.15321257760689
3,4,2015-01-04,1.0,171.92910396119973,443.44877451156884,98.67558986243375,51.780444733124845
4,5,2015-01-05,1.0,171.56533283073887,465.7702057868327,103.7093667666994,39.39940374731142
5,6,2015-01-06,1.0,171.62519626587095,441.7748933070831,101.00085373180441,41.91757645645557
6,7,2015-01-07,1.0,171.38772687309566,454.94183449517845,98.26398953959654,41.53418425704302
7,8,2015-01-08,1.0,172.04832202671207,448.4306027754529,102.41842445571154,39.29787409571095
8,9,2015-01-09,1.0,172.57117287624817,453.66400136696603,100.10282367058541,39.00483593889529
9,10,2015-01-10,1.0,169.1318981927835,446.1214321352407,97.16246674670394,39.90572715247137
10,11,2015-01-11,1.0,170.51518326486203,445.3053587375548,98.31647040243358,40.654300997164746
11,12,2015-01-12,1.0,168.42285192488467,453.8820834995798,98.1310730511462,40.007506762275696
12,13,2015-01-13,1.0,167.21744830559877,449.1870430984671,100.0344247332729,39.5003092607644
13,14,2015-01-14,1.0,168.3498833075765,456.57089095756646,104.09851740559651,39.94612601468332
14,15,2015-01-15,1.0,177.0893315412309,471.99280768678096,100.64672568425347,41.180734823344196
15,16,2015-01-16,1.0,187.38086447918283,437.255454980824,100.98247361695469,40.43968879271219
16,17,2015-01-17,1.0,190.28357335492169,454.41076948883966,98.81170749000712,40.54674481000726
17,18,2015-01-18,1.0,169.49770378976385,467.6257761762408,98.82209224634683,38.63711500012675
18,19,2015-01-19,1.0,167.2591151634235,446.92377379458935,98.92047976950961,39.29413309723489
19,20,2015-01-20,1.0,164.09630290149474,460.51709607748717,99.36568074169274,39.396029659012015
20,21,2015-01-21,1.0,169.84990904586317,475.2995775292915,99.19229375556101,40.266346186911726
21,22,2015-01-22,1.0,172.00096741431867,460.31589592942447,98.50864050113258,38.69878858863382
22,23,2015-01-23,1.0,166.95317379371895,441.4202499992868,104.38640937308442,40.40152621723368
23,24,2015-01-24,1.0,166.4021128168882,453.21095388289285,98.73537522891108,41.265302568723676
24,25,2015-01-25,1.0,169.41701466719988,443.0090115871528,97.6166624718267,40.90466301635405
25,26,2015-01-26,1.0,183.0707505709894,455.7896079345648,98.43722458531988,39.977690502031265
26,27,2015-01-27,1.0,193.35712984025636,451.0306714241154,96.43564139200578,38.54087947556454
27,28,2015-01-28,1.0,177.76444553106998,446.6251603884355,101.70573089778286,37.62090569980191
28,29,2015-01-29,1.0,168.22401550217992,438.522037732404,103.30516532428794,39.325038717298305
29,30,2015-01-30,1.0,167.12774267105894,467.8302324129245,97.59730525294606,40.30680507695931
30,31,2015-01-31,1.0,171.95706137694341,442.41688024583544,96.93255409232536,40.216319297146434
31,32,2015-02-01,1.0,164.80259428425367,446.1807144086487,101.89657241589337,39.99817529963432
32,33,2015-02-02,1.0,173.1911797582725,435.20800979591564,102.01734090367027,39.148904538199595
33,34,2015-02-03,1.0,169.93300255470623,436.2224544939905,98.57972065686074,40.04515575695434
34,35,2015-02-04,1.0,169.90351743104762,442.3003805850003,99.44298049898266,40.31363667509998
35,36,2015-02-05,1.0,165.84231800600014,434.54905808685174,100.91872012422482,39.8241711148055
36,37,2015-02-06,1.0,171.29379723211468,438.00139230224477,99.71653707368709,38.75198816416286
37,38,2015-02-07,1.0,170.38040091321716,464.4518335540767,100.67042465546619,41.817922669386476
38,39,2015-02-08,1.0,164.20469063390684,447.19028678957903,101.6746670414891,40.08206128663967
39,40,2015-02-09,1.0,172.0374515636213,444.44930278492507,101.04647886820491,41.68123598714939
40,41,2015-02-10,1.0,166.0598946965134,454.66688522670916,96.63510183359226,41.32800299295089
41,42,2015-02-11,1.0,172.98639984574547,437.06490748540665,95.44584024840124,38.10105029955997
42,43,2015-02-12,1.0,168.6848253359785,433.5314594710259,100.37048337425796,39.33067813165704
43,44,2015-02-13,1.0,174.4766116423873,446.0521446620972,98.9828509388849,40.278110865388605
44,45,2015-02-14,1.0,170.57566895333454,436.7104187475309,101.91572133865846,40.05891434506639
45,46,2015-02-15,1.0,166.69788694061768,437.8915274848202,102.39927825651388,41.258477867151164
46,47,2015-02-16,1.0,173.59473440392608,458.84089825688284,100.48085476974309,40.85448055687837
47,48,2015-02-17,1.0,172.20345928623314,442.75302279719523,98.00892198007932,40.433697112596356
48,49,2015-02-18,1.0,170.53629317983157,453.2566805896393,99.70874766553602,39.80521855487919
49,50,2015-02-19,1.0,171.76648336294934,449.8232598979842,103.61460643655609,39.133668967508335
50,51,2015-02-20,1.0,167.2505977565942,432.7154312595908,102.48027316621541,39.17289325653405
51,52,2015-02-21,1.0,172.74307083356828,450.05598526001376,104.00108422756072,38.40703015546982
52,53,2015-02-22,1.0,175.78579823053641,442.66819304112283,99.7574611860151,39.17097037874134
53,54,2015-02-23,1.0,170.71152482324237,447.80924840081593,97.97388950684774,40.92946822739259
54,55,2015-02-24,1.0,170.00178640493104,452.6862884865963,98.90074400802287,39.03648271489222
55,56,2015-02-25,1.0,169.44318473107992,465.3929621710925,98.73226887998881,40.14923255061596
56,57,2015-02-26,1.0,169.21375422881226,449.23120115049716,102.5243588198328,39.76717742306254
57,58,2015-02-27,1.0,168.5624066000428,455.94171458352247,99.07602301247171,42.21732493583017
58,59,2015-02-28,1.0,172.50192380855069,452.59130310133924,100.50601957601081,39.837276465501894
